Participant,Difficulty,Technique,Time
s0744,Level4,B,2.27
s0744,Level4,C,2.37
s0745,Level1,A,0.42
s0745,Level1,B,1.28
s0745,Level1,C,0.44
s0745,Level2,A,1.25
s0745,Level2,B,0.25
s0745,Level2,C,1.01
s0745,Level3,A,0.57
s0745,Level3,B,0.48
s0745,Level3,C,0.59
s0745,Level4,A,4.09
s0745,Level4,B,2.21
s0745,Level4,C,3.02
s0746,Level1,A,0.36
s0746,Level1,B,0.8
s0746,Level1,C,0.22
s0746,Level2,A,0.17
s0746,Level2,B,0.53
s0746,Level2,C,1.14
s0746,Level3,A,0.39
s0746,Level3,B,1.22
s0746,Level3,C,0.5
s0746,Level4,A,2.05
s0746,Level4,B,3.9
s0746,Level4,C,1.55
s0747,Level1,A,0.62
s0747,Level1,B,1.12
s0747,Level1,C,0.47
s0747,Level2,A,0.89
s0747,Level2,B,0.91
s0747,Level2,C,0.87
s0747,Level3,A,1.54
s0747,Level3,B,0.84
s0747,Level3,C,0.6
s0747,Level4,A,9.41
s0747,Level4,B,3.32
s0747,Level4,C,7.53
s0748,Level1,A,0.36
s0748,Level1,B,0.26
s0748,Level1,C,0.21
s0748,Level2,A,0.33
s0748,Level2,B,0.45
s0748,Level2,C,0.44
s0748,Level3,A,0.27
s0748,Level3,B,0.25
s0748,Level3,C,0.17
s0748,Level4,A,3.57
s0748,Level4,B,1.11
s0748,Level4,C,1.21
s0749,Level1,A,1.73
s0749,Level1,B,1.27
s0749,Level1,C,0.46
s0749,Level2,A,0.65
s0749,Level2,B,3.53
s0749,Level2,C,0.47
s0749,Level3,A,1.25
s0749,Level3,B,1.52
s0749,Level3,C,0.36
s0749,Level4,A,5.47
s0749,Level4,B,7.97
s0749,Level4,C,4.29
s0750,Level1,A,0.2
s0750,Level1,B,0.92
s0750,Level1,C,1.42
s0750,Level2,A,0.53
s0750,Level2,B,0.3
s0750,Level2,C,0.56
s0750,Level3,A,0.65
s0750,Level3,B,0.44
s0750,Level3,C,0.77
s0750,Level4,A,3.78
s0750,Level4,B,3.88
s0750,Level4,C,1.19
s0751,Level1,A,0.62
s0751,Level1,B,0.51
s0751,Level1,C,0.47
s0751,Level2,A,0.35
s0751,Level2,B,0.26
s0751,Level2,C,0.24
s0751,Level3,A,0.5
s0751,Level3,B,0.39
s0751,Level3,C,0.67
s0751,Level4,A,6.89
s0751,Level4,B,3.83
s0751,Level4,C,3.06
s0752,Level1,A,1.1
s0752,Level1,B,0.39
s0752,Level1,C,0.86
s0752,Level2,A,0.82
s0752,Level2,B,1.31
s0752,Level2,C,1.41
s0752,Level3,A,0.77
s0752,Level3,B,0.45
s0752,Level3,C,0.61
s0752,Level4,A,4.3
s0752,Level4,B,3.58
s0752,Level4,C,3.62
s0753,Level1,A,0.43
s0753,Level1,B,0.88
s0753,Level1,C,0.3
s0753,Level2,A,0.72
s0753,Level2,B,0.88
s0753,Level2,C,1.2
s0753,Level3,A,1.23
s0753,Level3,B,0.8
s0753,Level3,C,0.83
s0753,Level4,A,4.75
s0753,Level4,B,2.47
s0753,Level4,C,1.82
s0754,Level1,A,0.26
s0754,Level1,B,0.29
s0754,Level1,C,0.47
s0754,Level2,A,0.66
s0754,Level2,B,0.42
s0754,Level2,C,0.39
s0754,Level3,A,0.16
s0754,Level3,B,0.34
s0754,Level3,C,0.21
s0754,Level4,A,2.54
s0754,Level4,B,2.12
s0754,Level4,C,1.69
s0755,Level1,A,0.59
s0755,Level1,B,0.24
s0755,Level1,C,0.33
s0755,Level2,A,0.22
s0755,Level2,B,0.23
s0755,Level2,C,0.48
s0755,Level3,A,0.28
s0755,Level3,B,0.23
s0755,Level3,C,0.66
s0755,Level4,A,3.91
s0755,Level4,B,1.99
s0755,Level4,C,3.26
s0756,Level1,A,0.5
s0756,Level1,B,0.63
s0756,Level1,C,0.41
s0756,Level2,A,0.47
s0756,Level2,B,0.47
s0756,Level2,C,0.33
s0756,Level3,A,0.32
s0756,Level3,B,0.28
s0756,Level3,C,0.32
s0756,Level4,A,1.93
s0756,Level4,B,4.38
s0756,Level4,C,3.38
s0757,Level1,A,0.42
s0757,Level1,B,0.51
s0757,Level1,C,0.36
s0757,Level2,A,0.27
s0757,Level2,B,0.71
s0757,Level2,C,0.6
s0757,Level3,A,0.42
s0757,Level3,B,0.48
s0757,Level3,C,0.67
s0757,Level4,A,2
s0757,Level4,B,5.9
s0757,Level4,C,2.05
s0758,Level1,A,0.6
s0758,Level1,B,0.77
s0758,Level1,C,1.13
s0758,Level2,A,0.56
s0758,Level2,B,0.86
s0758,Level2,C,0.54
s0758,Level3,A,0.91
s0758,Level3,B,0.99
s0758,Level3,C,0.9
s0758,Level4,A,17.56
s0758,Level4,B,7.57
s0758,Level4,C,2.99
s0759,Level1,A,0.4
s0759,Level1,B,0.15
s0759,Level1,C,0.36
s0759,Level2,A,0.31
s0759,Level2,B,0.24
s0759,Level2,C,0.27
s0759,Level3,A,0.52
s0759,Level3,B,0.66
s0759,Level3,C,0.57
s0759,Level4,A,5.9
s0759,Level4,B,3.45
s0759,Level4,C,2.04
s0760,Level1,A,0.77
s0760,Level1,B,0.79
s0760,Level1,C,0.67
s0760,Level2,A,0.53
s0760,Level2,B,1.88
s0760,Level2,C,0.61
s0760,Level3,A,0.89
s0760,Level3,B,0.33
s0760,Level3,C,0.41
s0760,Level4,A,8.52
s0760,Level4,B,6.65
s0760,Level4,C,5.76
s0761,Level1,A,0.91
s0761,Level1,B,0.56
s0761,Level1,C,0.54
s0761,Level2,A,0.77
s0761,Level2,B,1.06
s0761,Level2,C,0.44
s0761,Level3,A,0.67
s0761,Level3,B,0.84
s0761,Level3,C,1.13
s0761,Level4,A,3.35
s0761,Level4,B,8.27
s0761,Level4,C,3.13
s0762,Level1,A,1.2
s0762,Level1,B,1.18
s0762,Level1,C,0.33
s0762,Level2,A,0.49
s0762,Level2,B,0.94
s0762,Level2,C,0.6
s0762,Level3,A,0.72
s0762,Level3,B,0.64
s0762,Level3,C,2.46
s0762,Level4,A,1.92
s0762,Level4,B,6.04
s0762,Level4,C,9.98
s0763,Level1,A,1.16
s0763,Level1,B,0.61
s0763,Level1,C,0.4
s0763,Level2,A,0.64
s0763,Level2,B,0.15
s0763,Level2,C,0.27
s0763,Level3,A,0.26
s0763,Level3,B,0.62
s0763,Level3,C,0.56
s0763,Level4,A,1.71
s0763,Level4,B,3.04
s0763,Level4,C,1.26
s0764,Level1,A,0.51
s0764,Level1,B,0.25
s0764,Level1,C,0.43
s0764,Level2,A,0.56
s0764,Level2,B,0.7
s0764,Level2,C,0.59
s0764,Level3,A,0.31
s0764,Level3,B,0.58
s0764,Level3,C,0.32
s0764,Level4,A,1.1
s0764,Level4,B,1.78
s0764,Level4,C,1.48
s0765,Level1,A,0.57
s0765,Level1,B,0.44
s0765,Level1,C,0.63
s0765,Level2,A,0.61
s0765,Level2,B,1.53
s0765,Level2,C,0.54
s0765,Level3,A,1.48
s0765,Level3,B,0.94
s0765,Level3,C,0.85
s0765,Level4,A,4.86
s0765,Level4,B,4.28
s0765,Level4,C,7.02
s0766,Level1,A,1.13
s0766,Level1,B,1.25
s0766,Level1,C,0.87
s0766,Level2,A,4.67
s0766,Level2,B,1.22
s0766,Level2,C,0.82
s0766,Level3,A,3.39
s0766,Level3,B,0.93
s0766,Level3,C,0.79
s0766,Level4,A,8.56
s0766,Level4,B,9.18
s0766,Level4,C,9.39
s0767,Level1,A,1.58
s0767,Level1,B,2.36
s0767,Level1,C,0.85
s0767,Level2,A,0.7
s0767,Level2,B,1.3
s0767,Level2,C,2.07
s0767,Level3,A,1.37
s0767,Level3,B,1.19
s0767,Level3,C,2.05
s0767,Level4,A,3.96
s0767,Level4,B,14.69
s0767,Level4,C,4.8
s0768,Level1,A,0.44
s0768,Level1,B,0.53
s0768,Level1,C,0.35
s0768,Level2,A,0.38
s0768,Level2,B,0.34
s0768,Level2,C,1.46
s0768,Level3,A,0.31
s0768,Level3,B,0.94
s0768,Level3,C,0.76
s0768,Level4,A,1.93
s0768,Level4,B,3.7
s0768,Level4,C,2.52
s0769,Level1,A,1
s0769,Level1,B,0.61
s0769,Level1,C,1.26
s0769,Level2,A,0.58
s0769,Level2,B,0.68
s0769,Level2,C,0.8
s0769,Level3,A,1.61
s0769,Level3,B,0.2
s0769,Level3,C,0.67
s0769,Level4,A,4.53
s0769,Level4,B,2.82
s0769,Level4,C,5.55
s0770,Level1,A,0.21
s0770,Level1,B,0.25
s0770,Level1,C,0.18
s0770,Level2,A,0.33
s0770,Level2,B,0.12
s0770,Level2,C,0.37
s0770,Level3,A,0.2
s0770,Level3,B,0.24
s0770,Level3,C,0.18
s0770,Level4,A,1.08
s0770,Level4,B,3.16
s0770,Level4,C,0.97
s0771,Level1,A,0.18
s0771,Level1,B,0.22
s0771,Level1,C,0.43
s0771,Level2,A,0.39
s0771,Level2,B,0.57
s0771,Level2,C,0.26
s0771,Level3,A,0.17
s0771,Level3,B,0.51
s0771,Level3,C,0.23
s0771,Level4,A,3.2
s0771,Level4,B,1.42
s0771,Level4,C,1.34
s0772,Level1,A,1.51
s0772,Level1,B,0.74
s0772,Level1,C,0.91
s0772,Level2,A,1.38
s0772,Level2,B,0.92
s0772,Level2,C,1.11
s0772,Level3,A,1.65
s0772,Level3,B,0.86
s0772,Level3,C,1.82
s0772,Level4,A,5.26
s0772,Level4,B,4.37
s0772,Level4,C,3.61
s0773,Level1,A,0.22
s0773,Level1,B,0.31
s0773,Level1,C,0.31
s0773,Level2,A,0.19
s0773,Level2,B,0.38
s0773,Level2,C,0.38
s0773,Level3,A,0.26
s0773,Level3,B,0.36
s0773,Level3,C,0.12
s0773,Level4,A,1.3
s0773,Level4,B,1.89
s0773,Level4,C,2.72
s0774,Level1,A,1.85
s0774,Level1,B,1.31
s0774,Level1,C,0.71
s0774,Level2,A,1.62
s0774,Level2,B,0.41
s0774,Level2,C,0.43
s0774,Level3,A,0.56
s0774,Level3,B,0.44
s0774,Level3,C,0.38
s0774,Level4,A,7.44
s0774,Level4,B,3.26
s0774,Level4,C,7.67
s0775,Level1,A,0.79
s0775,Level1,B,0.86
s0775,Level1,C,1.2
s0775,Level2,A,0.9
s0775,Level2,B,1.34
s0775,Level2,C,1.12
s0775,Level3,A,0.54
s0775,Level3,B,0.47
s0775,Level3,C,2.14
s0775,Level4,A,5.95
s0775,Level4,B,1.75
s0775,Level4,C,7.63
s0776,Level1,A,0.25
s0776,Level1,B,0.2
s0776,Level1,C,0.33
s0776,Level2,A,0.29
s0776,Level2,B,0.37
s0776,Level2,C,0.51
s0776,Level3,A,0.33
s0776,Level3,B,0.25
s0776,Level3,C,0.21
s0776,Level4,A,1.76
s0776,Level4,B,2.2
s0776,Level4,C,2.08
s0777,Level1,A,1.96
s0777,Level1,B,1.04
s0777,Level1,C,0.51
s0777,Level2,A,1.43
s0777,Level2,B,0.28
s0777,Level2,C,0.52
s0777,Level3,A,0.69
s0777,Level3,B,0.8
s0777,Level3,C,0.38
s0777,Level4,A,6.03
s0777,Level4,B,3.58
s0777,Level4,C,4.59
s0778,Level1,A,1.37
s0778,Level1,B,1.14
s0778,Level1,C,0.97
s0778,Level2,A,1.49
s0778,Level2,B,0.67
s0778,Level2,C,1.03
s0778,Level3,A,0.26
s0778,Level3,B,1.7
s0778,Level3,C,0.63
s0778,Level4,A,8.7
s0778,Level4,B,4.31
s0778,Level4,C,3.38
s0779,Level1,A,1.16
s0779,Level1,B,0.6
s0779,Level1,C,0.79
s0779,Level2,A,0.94
s0779,Level2,B,1.25
s0779,Level2,C,0.41
s0779,Level3,A,0.49
s0779,Level3,B,1.26
s0779,Level3,C,0.35
s0779,Level4,A,7.59
s0779,Level4,B,6.9
s0779,Level4,C,3.92
s0780,Level1,A,0.33
s0780,Level1,B,0.28
s0780,Level1,C,0.34
s0780,Level2,A,0.17
s0780,Level2,B,0.3
s0780,Level2,C,0.26
s0780,Level3,A,0.16
s0780,Level3,B,0.25
s0780,Level3,C,0.47
s0780,Level4,A,1.84
s0780,Level4,B,0.93
s0780,Level4,C,2.2
s0781,Level1,A,1.16
s0781,Level1,B,0.94
s0781,Level1,C,0.71
s0781,Level2,A,0.7
s0781,Level2,B,0.57
s0781,Level2,C,1.07
s0781,Level3,A,0.89
s0781,Level3,B,0.7
s0781,Level3,C,0.45
s0781,Level4,A,3.34
s0781,Level4,B,1.73
s0781,Level4,C,3.7
s0782,Level1,A,0.95
s0782,Level1,B,2.22
s0782,Level1,C,1.4
s0782,Level2,A,0.96
s0782,Level2,B,0.89
s0782,Level2,C,0.77
s0782,Level3,A,1.18
s0782,Level3,B,1.42
s0782,Level3,C,2.8
s0782,Level4,A,11.49
s0782,Level4,B,5.68
s0782,Level4,C,6.75
s0783,Level1,A,0.77
s0783,Level1,B,0.55
s0783,Level1,C,0.56
s0783,Level2,A,0.66
s0783,Level2,B,1.36
s0783,Level2,C,1.15
s0783,Level3,A,0.81
s0783,Level3,B,1.28
s0783,Level3,C,0.53
s0783,Level4,A,2.67
s0783,Level4,B,6.02
s0783,Level4,C,10.46
s0784,Level1,A,0.89
s0784,Level1,B,0.75
s0784,Level1,C,0.38
s0784,Level2,A,0.63
s0784,Level2,B,0.47
s0784,Level2,C,1.14
s0784,Level3,A,0.34
s0784,Level3,B,0.88
s0784,Level3,C,0.2
s0784,Level4,A,2.94
s0784,Level4,B,4.34
s0784,Level4,C,2.52
s0785,Level1,A,0.21
s0785,Level1,B,0.33
s0785,Level1,C,0.45
s0785,Level2,A,0.43
s0785,Level2,B,0.52
s0785,Level2,C,0.12
s0785,Level3,A,0.3
s0785,Level3,B,0.4
s0785,Level3,C,0.24
s0785,Level4,A,1.44
s0785,Level4,B,6.06
s0785,Level4,C,1.75
s0786,Level1,A,0.61
s0786,Level1,B,0.58
s0786,Level1,C,0.2
s0786,Level2,A,0.46
s0786,Level2,B,0.6
s0786,Level2,C,0.19
s0786,Level3,A,0.33
s0786,Level3,B,0.21
s0786,Level3,C,0.5
s0786,Level4,A,4.84
s0786,Level4,B,1.17
s0786,Level4,C,1.71
s0787,Level1,A,0.37
s0787,Level1,B,0.35
s0787,Level1,C,0.22
s0787,Level2,A,0.36
s0787,Level2,B,0.25
s0787,Level2,C,0.33
s0787,Level3,A,0.24
s0787,Level3,B,0.49
s0787,Level3,C,0.21
s0787,Level4,A,2.38
s0787,Level4,B,1.11
s0787,Level4,C,1.4
s0788,Level1,A,0.5
s0788,Level1,B,0.52
s0788,Level1,C,0.26
s0788,Level2,A,0.53
s0788,Level2,B,0.7
s0788,Level2,C,0.38
s0788,Level3,A,0.6
s0788,Level3,B,0.47
s0788,Level3,C,0.68
s0788,Level4,A,9.02
s0788,Level4,B,2.82
s0788,Level4,C,2.18
s0789,Level1,A,0.65
s0789,Level1,B,1.41
s0789,Level1,C,0.42
s0789,Level2,A,0.87
s0789,Level2,B,1.01
s0789,Level2,C,1.04
s0789,Level3,A,0.82
s0789,Level3,B,0.76
s0789,Level3,C,0.78
s0789,Level4,A,3.38
s0789,Level4,B,2.63
s0789,Level4,C,3.64
s0790,Level1,A,1.56
s0790,Level1,B,0.64
s0790,Level1,C,0.68
s0790,Level2,A,0.54
s0790,Level2,B,0.76
s0790,Level2,C,0.99
s0790,Level3,A,1.32
s0790,Level3,B,0.76
s0790,Level3,C,0.89
s0790,Level4,A,4.5
s0790,Level4,B,3.77
s0790,Level4,C,7.14
s0791,Level1,A,1.16
s0791,Level1,B,1.07
s0791,Level1,C,0.57
s0791,Level2,A,0.4
s0791,Level2,B,0.18
s0791,Level2,C,0.42
s0791,Level3,A,0.43
s0791,Level3,B,0.48
s0791,Level3,C,0.31
s0791,Level4,A,4.17
s0791,Level4,B,1.66
s0791,Level4,C,3.58
s0792,Level1,A,0.28
s0792,Level1,B,2.77
s0792,Level1,C,1.13
s0792,Level2,A,1.44
s0792,Level2,B,0.99
s0792,Level2,C,0.46
s0792,Level3,A,0.98
s0792,Level3,B,0.64
s0792,Level3,C,0.84
s0792,Level4,A,8.26
s0792,Level4,B,2.81
s0792,Level4,C,2.84
s0793,Level1,A,1.42
s0793,Level1,B,2.64
s0793,Level1,C,2.65
s0793,Level2,A,1.56
s0793,Level2,B,1.16
s0793,Level2,C,1.4
s0793,Level3,A,1.74
s0793,Level3,B,1.43
s0793,Level3,C,1.72
s0793,Level4,A,7.88
s0793,Level4,B,11.01
s0793,Level4,C,6.95
s0794,Level1,A,1.35
s0794,Level1,B,1.04
s0794,Level1,C,1.02
s0794,Level2,A,0.51
s0794,Level2,B,1.04
s0794,Level2,C,1.09
s0794,Level3,A,1.63
s0794,Level3,B,0.84
s0794,Level3,C,1.15
s0794,Level4,A,7.7
s0794,Level4,B,5.06
s0794,Level4,C,8.43
s0795,Level1,A,0.44
s0795,Level1,B,0.55
s0795,Level1,C,0.14
s0795,Level2,A,0.24
s0795,Level2,B,0.34
s0795,Level2,C,0.78
s0795,Level3,A,0.57
s0795,Level3,B,0.43
s0795,Level3,C,0.37
s0795,Level4,A,4
s0795,Level4,B,3.09
s0795,Level4,C,2.77
s0796,Level1,A,0.69
s0796,Level1,B,0.71
s0796,Level1,C,0.46
s0796,Level2,A,0.91
s0796,Level2,B,0.12
s0796,Level2,C,0.8
s0796,Level3,A,0.57
s0796,Level3,B,0.53
s0796,Level3,C,0.42
s0796,Level4,A,5.52
s0796,Level4,B,3.67
s0796,Level4,C,2.93
s0797,Level1,A,0.63
s0797,Level1,B,0.88
s0797,Level1,C,0.42
s0797,Level2,A,0.46
s0797,Level2,B,0.4
s0797,Level2,C,0.4
s0797,Level3,A,1
s0797,Level3,B,1.01
s0797,Level3,C,1.02
s0797,Level4,A,3.86
s0797,Level4,B,3.5
s0797,Level4,C,4.37
s0798,Level1,A,0.67
s0798,Level1,B,0.88
s0798,Level1,C,1.04
s0798,Level2,A,0.63
s0798,Level2,B,0.46
s0798,Level2,C,0.4
s0798,Level3,A,0.59
s0798,Level3,B,0.66
s0798,Level3,C,0.75
s0798,Level4,A,4.89
s0798,Level4,B,4.83
s0798,Level4,C,4.54
s0799,Level1,A,1.49
s0799,Level1,B,0.86
s0799,Level1,C,0.82
s0799,Level2,A,0.32
s0799,Level2,B,0.5
s0799,Level2,C,1.09
s0799,Level3,A,0.45
s0799,Level3,B,0.87
s0799,Level3,C,0.37
s0799,Level4,A,8.09
s0799,Level4,B,6.32
s0799,Level4,C,2.88
s0800,Level1,A,0.61
s0800,Level1,B,0.68
s0800,Level1,C,0.27
s0800,Level2,A,0.69
s0800,Level2,B,0.27
s0800,Level2,C,1.06
s0800,Level3,A,0.18
s0800,Level3,B,0.31
s0800,Level3,C,0.26
s0800,Level4,A,0.97
s0800,Level4,B,2.49
s0800,Level4,C,1.2
s0801,Level1,A,1.2
s0801,Level1,B,0.75
s0801,Level1,C,1.25
s0801,Level2,A,0.46
s0801,Level2,B,2.1
s0801,Level2,C,1.01
s0801,Level3,A,1.57
s0801,Level3,B,1.22
s0801,Level3,C,1.77
s0801,Level4,A,5.14
s0801,Level4,B,2.47
s0801,Level4,C,6.69
s0802,Level1,A,0.43
s0802,Level1,B,0.4
s0802,Level1,C,0.33
s0802,Level2,A,0.32
s0802,Level2,B,0.43
s0802,Level2,C,0.36
s0802,Level3,A,0.56
s0802,Level3,B,0.38
s0802,Level3,C,0.45
s0802,Level4,A,2.85
s0802,Level4,B,2.34
s0802,Level4,C,7.77
s0803,Level1,A,0.15
s0803,Level1,B,0.37
s0803,Level1,C,0.48
s0803,Level2,A,0.17
s0803,Level2,B,0.15
s0803,Level2,C,0.11
s0803,Level3,A,0.17
s0803,Level3,B,0.23
s0803,Level3,C,0.16
s0803,Level4,A,0.82
s0803,Level4,B,1.12
s0803,Level4,C,1.22
s0804,Level1,A,0.81
s0804,Level1,B,1.18
s0804,Level1,C,1.35
s0804,Level2,A,0.69
s0804,Level2,B,1.26
s0804,Level2,C,1.24
s0804,Level3,A,1.11
s0804,Level3,B,1.27
s0804,Level3,C,0.57
s0804,Level4,A,11.24
s0804,Level4,B,4.47
s0804,Level4,C,4.73
s0805,Level1,A,0.42
s0805,Level1,B,2.25
s0805,Level1,C,1.42
s0805,Level2,A,1.24
s0805,Level2,B,2.19
s0805,Level2,C,1.35
s0805,Level3,A,0.68
s0805,Level3,B,1.57
s0805,Level3,C,2.82
s0805,Level4,A,6.94
s0805,Level4,B,3.58
s0805,Level4,C,3.58
s0806,Level1,A,0.78
s0806,Level1,B,1.72
s0806,Level1,C,0.82
s0806,Level2,A,1.92
s0806,Level2,B,0.83
s0806,Level2,C,1.18
s0806,Level3,A,0.83
s0806,Level3,B,3.09
s0806,Level3,C,2.15
s0806,Level4,A,6.19
s0806,Level4,B,5.49
s0806,Level4,C,9.25
s0807,Level1,A,0.26
s0807,Level1,B,0.41
s0807,Level1,C,0.1
s0807,Level2,A,0.28
s0807,Level2,B,0.29
s0807,Level2,C,0.5
s0807,Level3,A,0.46
s0807,Level3,B,0.47
s0807,Level3,C,0.24
s0807,Level4,A,1.45
s0807,Level4,B,4.1
s0807,Level4,C,1.95
s0808,Level1,A,0.37
s0808,Level1,B,0.36
s0808,Level1,C,0.34
s0808,Level2,A,0.34
s0808,Level2,B,0.44
s0808,Level2,C,0.42
s0808,Level3,A,0.63
s0808,Level3,B,0.94
s0808,Level3,C,0.71
s0808,Level4,A,2.02
s0808,Level4,B,3.52
s0808,Level4,C,3.02
s0809,Level1,A,0.64
s0809,Level1,B,0.72
s0809,Level1,C,0.23
s0809,Level2,A,0.57
s0809,Level2,B,1.24
s0809,Level2,C,0.32
s0809,Level3,A,0.37
s0809,Level3,B,0.16
s0809,Level3,C,0.29
s0809,Level4,A,2.5
s0809,Level4,B,2.96
s0809,Level4,C,2.27
s0810,Level1,A,0.37
s0810,Level1,B,0.22
s0810,Level1,C,0.26
s0810,Level2,A,0.22
s0810,Level2,B,0.39
s0810,Level2,C,0.39
s0810,Level3,A,0.27
s0810,Level3,B,0.24
s0810,Level3,C,0.31
s0810,Level4,A,2.25
s0810,Level4,B,2.13
s0810,Level4,C,2.45
s0811,Level1,A,0.19
s0811,Level1,B,0.22
s0811,Level1,C,1.04
s0811,Level2,A,0.41
s0811,Level2,B,0.52
s0811,Level2,C,0.27
s0811,Level3,A,0.32
s0811,Level3,B,0.41
s0811,Level3,C,0.63
s0811,Level4,A,1.13
s0811,Level4,B,2.56
s0811,Level4,C,3.48
s0812,Level1,A,0.37
s0812,Level1,B,0.27
s0812,Level1,C,0.19
s0812,Level2,A,0.82
s0812,Level2,B,0.66
s0812,Level2,C,0.43
s0812,Level3,A,0.54
s0812,Level3,B,0.35
s0812,Level3,C,0.4
s0812,Level4,A,3.09
s0812,Level4,B,3.4
s0812,Level4,C,4.34
s0813,Level1,A,0.91
s0813,Level1,B,0.94
s0813,Level1,C,0.69
s0813,Level2,A,1.12
s0813,Level2,B,0.58
s0813,Level2,C,0.87
s0813,Level3,A,0.85
s0813,Level3,B,0.71
s0813,Level3,C,1.11
s0813,Level4,A,6.32
s0813,Level4,B,4.3
s0813,Level4,C,19.17
s0814,Level1,A,0.21
s0814,Level1,B,0.15
s0814,Level1,C,0.29
s0814,Level2,A,0.35
s0814,Level2,B,0.19
s0814,Level2,C,0.4
s0814,Level3,A,0.41
s0814,Level3,B,0.77
s0814,Level3,C,0.18
s0814,Level4,A,0.9
s0814,Level4,B,2.46
s0814,Level4,C,5.63
s0815,Level1,A,0.79
s0815,Level1,B,1.7
s0815,Level1,C,2
s0815,Level2,A,0.68
s0815,Level2,B,1.8
s0815,Level2,C,1.56
s0815,Level3,A,0.82
s0815,Level3,B,1.77
s0815,Level3,C,1.41
s0815,Level4,A,5.75
s0815,Level4,B,12.39
s0815,Level4,C,17.96
s0816,Level1,A,3.08
s0816,Level1,B,1.67
s0816,Level1,C,0.86
s0816,Level2,A,1.02
s0816,Level2,B,1.81
s0816,Level2,C,0.63
s0816,Level3,A,1.43
s0816,Level3,B,0.71
s0816,Level3,C,2.09
s0816,Level4,A,26.73
s0816,Level4,B,5.77
s0816,Level4,C,3.99
s0817,Level1,A,0.98
s0817,Level1,B,0.32
s0817,Level1,C,0.79
s0817,Level2,A,0.49
s0817,Level2,B,0.35
s0817,Level2,C,1.13
s0817,Level3,A,0.54
s0817,Level3,B,1.18
s0817,Level3,C,0.56
s0817,Level4,A,3.3
s0817,Level4,B,6.33
s0817,Level4,C,5.06
s0818,Level1,A,0.97
s0818,Level1,B,1.08
s0818,Level1,C,2.22
s0818,Level2,A,2
s0818,Level2,B,2.78
s0818,Level2,C,2.7
s0818,Level3,A,2.47
s0818,Level3,B,7.74
s0818,Level3,C,2.64
s0818,Level4,A,21.3
s0818,Level4,B,9.41
s0818,Level4,C,23.17
s0819,Level1,A,0.57
s0819,Level1,B,0.26
s0819,Level1,C,0.56
s0819,Level2,A,0.43
s0819,Level2,B,0.56
s0819,Level2,C,1.93
s0819,Level3,A,0.72
s0819,Level3,B,0.86
s0819,Level3,C,0.46
s0819,Level4,A,3.46
s0819,Level4,B,1.73
s0819,Level4,C,1.22
s0820,Level1,A,0.32
s0820,Level1,B,0.38
s0820,Level1,C,0.34
s0820,Level2,A,0.25
s0820,Level2,B,0.29
s0820,Level2,C,0.47
s0820,Level3,A,0.28
s0820,Level3,B,0.43
s0820,Level3,C,0.19
s0820,Level4,A,2.17
s0820,Level4,B,1.82
s0820,Level4,C,1.65
s0821,Level1,A,0.49
s0821,Level1,B,1.24
s0821,Level1,C,0.3
s0821,Level2,A,0.56
s0821,Level2,B,0.84
s0821,Level2,C,0.51
s0821,Level3,A,1.02
s0821,Level3,B,0.36
s0821,Level3,C,0.36
s0821,Level4,A,1.53
s0821,Level4,B,1.95
s0821,Level4,C,2.32
s0822,Level1,A,0.32
s0822,Level1,B,0.31
s0822,Level1,C,1.09
s0822,Level2,A,0.52
s0822,Level2,B,0.92
s0822,Level2,C,0.58
s0822,Level3,A,0.37
s0822,Level3,B,0.9
s0822,Level3,C,0.52
s0822,Level4,A,2.34
s0822,Level4,B,2.6
s0822,Level4,C,4.3
s0823,Level1,A,1.03
s0823,Level1,B,0.71
s0823,Level1,C,0.57
s0823,Level2,A,0.76
s0823,Level2,B,0.65
s0823,Level2,C,0.31
s0823,Level3,A,0.87
s0823,Level3,B,0.41
s0823,Level3,C,0.64
s0823,Level4,A,7.62
s0823,Level4,B,2.75
s0823,Level4,C,3.49
s0824,Level1,A,0.55
s0824,Level1,B,0.87
s0824,Level1,C,1.06
s0824,Level2,A,0.43
s0824,Level2,B,0.87
s0824,Level2,C,0.78
s0824,Level3,A,0.79
s0824,Level3,B,0.63
s0824,Level3,C,1.25
s0824,Level4,A,4.98
s0824,Level4,B,3.98
s0824,Level4,C,3.68
s0825,Level1,A,0.72
s0825,Level1,B,0.64
s0825,Level1,C,0.56
s0825,Level2,A,0.5
s0825,Level2,B,0.47
s0825,Level2,C,0.61
s0825,Level3,A,0.66
s0825,Level3,B,0.29
s0825,Level3,C,0.33
s0825,Level4,A,1.62
s0825,Level4,B,6.15
s0825,Level4,C,2.79
s0826,Level1,A,0.68
s0826,Level1,B,0.39
s0826,Level1,C,0.31
s0826,Level2,A,0.72
s0826,Level2,B,0.28
s0826,Level2,C,0.26
s0826,Level3,A,0.29
s0826,Level3,B,0.53
s0826,Level3,C,0.55
s0826,Level4,A,3.58
s0826,Level4,B,2.63
s0826,Level4,C,2.11
s0827,Level1,A,1.54
s0827,Level1,B,2.58
s0827,Level1,C,1.31
s0827,Level2,A,1
s0827,Level2,B,1.78
s0827,Level2,C,0.74
s0827,Level3,A,2.58
s0827,Level3,B,2.48
s0827,Level3,C,2.32
s0827,Level4,A,11.64
s0827,Level4,B,7.62
s0827,Level4,C,8.12
s0828,Level1,A,0.72
