Participant,Difficulty,Technique,Rating
s0779,Level2,C,2
s0779,Level3,A,3
s0779,Level3,B,1
s0779,Level3,C,1
s0779,Level4,A,3
s0779,Level4,B,3
s0779,Level4,C,3
s0780,Level1,A,2
s0780,Level1,B,3
s0780,Level1,C,3
s0780,Level2,A,1
s0780,Level2,B,3
s0780,Level2,C,1
s0780,Level3,A,1
s0780,Level3,B,3
s0780,Level3,C,3
s0780,Level4,A,3
s0780,Level4,B,3
s0780,Level4,C,1
s0781,Level1,A,3
s0781,Level1,B,4
s0781,Level1,C,4
s0781,Level2,A,5
s0781,Level2,B,4
s0781,Level2,C,3
s0781,Level3,A,3
s0781,Level3,B,4
s0781,Level3,C,3
s0781,Level4,A,3
s0781,Level4,B,5
s0781,Level4,C,5
s0782,Level1,A,3
s0782,Level1,B,3
s0782,Level1,C,3
s0782,Level2,A,3
s0782,Level2,B,1
s0782,Level2,C,1
s0782,Level3,A,1
s0782,Level3,B,3
s0782,Level3,C,1
s0782,Level4,A,3
s0782,Level4,B,1
s0782,Level4,C,3
s0783,Level1,A,3
s0783,Level1,B,3
s0783,Level1,C,1
s0783,Level2,A,3
s0783,Level2,B,1
s0783,Level2,C,5
s0783,Level3,A,3
s0783,Level3,B,3
s0783,Level3,C,1
s0783,Level4,A,3
s0783,Level4,B,3
s0783,Level4,C,3
s0784,Level1,A,3
s0784,Level1,B,3
s0784,Level1,C,1
s0784,Level2,A,3
s0784,Level2,B,1
s0784,Level2,C,1
s0784,Level3,A,3
s0784,Level3,B,1
s0784,Level3,C,1
s0784,Level4,A,3
s0784,Level4,B,3
s0784,Level4,C,3
s0785,Level1,A,3
s0785,Level1,B,3
s0785,Level1,C,1
s0785,Level2,A,3
s0785,Level2,B,1
s0785,Level2,C,4
s0785,Level3,A,3
s0785,Level3,B,3
s0785,Level3,C,3
s0785,Level4,A,3
s0785,Level4,B,3
s0785,Level4,C,3
s0786,Level1,A,1
s0786,Level1,B,1
s0786,Level1,C,1
s0786,Level2,A,1
s0786,Level2,B,3
s0786,Level2,C,1
s0786,Level3,A,3
s0786,Level3,B,1
s0786,Level3,C,1
s0786,Level4,A,3
s0786,Level4,B,1
s0786,Level4,C,1
s0787,Level1,A,5
s0787,Level1,B,3
s0787,Level1,C,3
s0787,Level2,A,3
s0787,Level2,B,3
s0787,Level2,C,5
s0787,Level3,A,5
s0787,Level3,B,3
s0787,Level3,C,3
s0787,Level4,A,3
s0787,Level4,B,4
s0787,Level4,C,3
s0788,Level1,A,3
s0788,Level1,B,3
s0788,Level1,C,3
s0788,Level2,A,3
s0788,Level2,B,3
s0788,Level2,C,1
s0788,Level3,A,3
s0788,Level3,B,1
s0788,Level3,C,1
s0788,Level4,A,3
s0788,Level4,B,1
s0788,Level4,C,2
s0789,Level1,A,3
s0789,Level1,B,4
s0789,Level1,C,3
s0789,Level2,A,3
s0789,Level2,B,5
s0789,Level2,C,5
s0789,Level3,A,5
s0789,Level3,B,3
s0789,Level3,C,5
s0789,Level4,A,3
s0789,Level4,B,4
s0789,Level4,C,5
s0790,Level1,A,3
s0790,Level1,B,3
s0790,Level1,C,3
s0790,Level2,A,5
s0790,Level2,B,4
s0790,Level2,C,5
s0790,Level3,A,3
s0790,Level3,B,4
s0790,Level3,C,3
s0790,Level4,A,3
s0790,Level4,B,3
s0790,Level4,C,3
s0791,Level1,A,2
s0791,Level1,B,3
s0791,Level1,C,3
s0791,Level2,A,3
s0791,Level2,B,3
s0791,Level2,C,3
s0791,Level3,A,3
s0791,Level3,B,3
s0791,Level3,C,3
s0791,Level4,A,3
s0791,Level4,B,3
s0791,Level4,C,1
s0792,Level1,A,3
s0792,Level1,B,3
s0792,Level1,C,3
s0792,Level2,A,3
s0792,Level2,B,3
s0792,Level2,C,4
s0792,Level3,A,3
s0792,Level3,B,3
s0792,Level3,C,3
s0792,Level4,A,3
s0792,Level4,B,3
s0792,Level4,C,1
s0793,Level1,A,3
s0793,Level1,B,3
s0793,Level1,C,4
s0793,Level2,A,4
s0793,Level2,B,3
s0793,Level2,C,3
s0793,Level3,A,2
s0793,Level3,B,3
s0793,Level3,C,5
s0793,Level4,A,4
s0793,Level4,B,3
s0793,Level4,C,4
s0794,Level1,A,3
s0794,Level1,B,3
s0794,Level1,C,3
s0794,Level2,A,3
s0794,Level2,B,3
s0794,Level2,C,3
s0794,Level3,A,5
s0794,Level3,B,1
s0794,Level3,C,3
s0794,Level4,A,3
s0794,Level4,B,3
s0794,Level4,C,5
s0795,Level1,A,1
s0795,Level1,B,2
s0795,Level1,C,3
s0795,Level2,A,4
s0795,Level2,B,3
s0795,Level2,C,3
s0795,Level3,A,3
s0795,Level3,B,3
s0795,Level3,C,3
s0795,Level4,A,3
s0795,Level4,B,3
s0795,Level4,C,5
s0796,Level1,A,3
s0796,Level1,B,3
s0796,Level1,C,1
s0796,Level2,A,3
s0796,Level2,B,3
s0796,Level2,C,3
s0796,Level3,A,3
s0796,Level3,B,3
s0796,Level3,C,5
s0796,Level4,A,3
s0796,Level4,B,3
s0796,Level4,C,3
s0797,Level1,A,3
s0797,Level1,B,3
s0797,Level1,C,4
s0797,Level2,A,3
s0797,Level2,B,5
s0797,Level2,C,4
s0797,Level3,A,3
s0797,Level3,B,5
s0797,Level3,C,5
s0797,Level4,A,5
s0797,Level4,B,3
s0797,Level4,C,5
s0798,Level1,A,3
s0798,Level1,B,2
s0798,Level1,C,3
s0798,Level2,A,2
s0798,Level2,B,3
s0798,Level2,C,4
s0798,Level3,A,1
s0798,Level3,B,3
s0798,Level3,C,2
s0798,Level4,A,1
s0798,Level4,B,3
s0798,Level4,C,3
s0799,Level1,A,3
s0799,Level1,B,5
s0799,Level1,C,5
s0799,Level2,A,3
s0799,Level2,B,5
s0799,Level2,C,4
s0799,Level3,A,4
s0799,Level3,B,3
s0799,Level3,C,5
s0799,Level4,A,3
s0799,Level4,B,5
s0799,Level4,C,5
s0800,Level1,A,1
s0800,Level1,B,3
s0800,Level1,C,1
s0800,Level2,A,3
s0800,Level2,B,1
s0800,Level2,C,2
s0800,Level3,A,2
s0800,Level3,B,1
s0800,Level3,C,1
s0800,Level4,A,1
s0800,Level4,B,1
s0800,Level4,C,1
s0801,Level1,A,3
s0801,Level1,B,3
s0801,Level1,C,3
s0801,Level2,A,3
s0801,Level2,B,3
s0801,Level2,C,3
s0801,Level3,A,3
s0801,Level3,B,3
s0801,Level3,C,1
s0801,Level4,A,3
s0801,Level4,B,3
s0801,Level4,C,3
s0802,Level1,A,3
s0802,Level1,B,3
s0802,Level1,C,3
s0802,Level2,A,1
s0802,Level2,B,1
s0802,Level2,C,3
s0802,Level3,A,3
s0802,Level3,B,3
s0802,Level3,C,3
s0802,Level4,A,1
s0802,Level4,B,3
s0802,Level4,C,4
s0803,Level1,A,5
s0803,Level1,B,3
s0803,Level1,C,4
s0803,Level2,A,4
s0803,Level2,B,3
s0803,Level2,C,5
s0803,Level3,A,4
s0803,Level3,B,4
s0803,Level3,C,5
s0803,Level4,A,4
s0803,Level4,B,5
s0803,Level4,C,5
s0804,Level1,A,5
s0804,Level1,B,5
s0804,Level1,C,5
s0804,Level2,A,5
s0804,Level2,B,3
s0804,Level2,C,3
s0804,Level3,A,5
s0804,Level3,B,5
s0804,Level3,C,5
s0804,Level4,A,3
s0804,Level4,B,5
s0804,Level4,C,5
s0805,Level1,A,4
s0805,Level1,B,3
s0805,Level1,C,3
s0805,Level2,A,4
s0805,Level2,B,3
s0805,Level2,C,5
s0805,Level3,A,4
s0805,Level3,B,4
s0805,Level3,C,2
s0805,Level4,A,3
s0805,Level4,B,2
s0805,Level4,C,4
s0806,Level1,A,3
s0806,Level1,B,1
s0806,Level1,C,1
s0806,Level2,A,2
s0806,Level2,B,3
s0806,Level2,C,3
s0806,Level3,A,3
s0806,Level3,B,3
s0806,Level3,C,3
s0806,Level4,A,4
s0806,Level4,B,1
s0806,Level4,C,3
s0807,Level1,A,3
s0807,Level1,B,3
s0807,Level1,C,3
s0807,Level2,A,3
s0807,Level2,B,3
s0807,Level2,C,4
s0807,Level3,A,3
s0807,Level3,B,3
s0807,Level3,C,3
s0807,Level4,A,3
s0807,Level4,B,3
s0807,Level4,C,3
s0808,Level1,A,4
s0808,Level1,B,3
s0808,Level1,C,4
s0808,Level2,A,4
s0808,Level2,B,3
s0808,Level2,C,3
s0808,Level3,A,1
s0808,Level3,B,3
s0808,Level3,C,1
s0808,Level4,A,2
s0808,Level4,B,3
s0808,Level4,C,1
s0809,Level1,A,3
s0809,Level1,B,3
s0809,Level1,C,3
s0809,Level2,A,4
s0809,Level2,B,3
s0809,Level2,C,3
s0809,Level3,A,3
s0809,Level3,B,3
s0809,Level3,C,1
s0809,Level4,A,1
s0809,Level4,B,3
s0809,Level4,C,3
s0810,Level1,A,3
s0810,Level1,B,1
s0810,Level1,C,3
s0810,Level2,A,1
s0810,Level2,B,2
s0810,Level2,C,1
s0810,Level3,A,2
s0810,Level3,B,2
s0810,Level3,C,5
s0810,Level4,A,1
s0810,Level4,B,1
s0810,Level4,C,1
s0811,Level1,A,5
s0811,Level1,B,4
s0811,Level1,C,4
s0811,Level2,A,5
s0811,Level2,B,5
s0811,Level2,C,5
s0811,Level3,A,5
s0811,Level3,B,4
s0811,Level3,C,5
s0811,Level4,A,5
s0811,Level4,B,3
s0811,Level4,C,3
s0812,Level1,A,4
s0812,Level1,B,3
s0812,Level1,C,5
s0812,Level2,A,3
s0812,Level2,B,3
s0812,Level2,C,3
s0812,Level3,A,4
s0812,Level3,B,1
s0812,Level3,C,3
s0812,Level4,A,4
s0812,Level4,B,5
s0812,Level4,C,3
s0813,Level1,A,3
s0813,Level1,B,3
s0813,Level1,C,3
s0813,Level2,A,3
s0813,Level2,B,3
s0813,Level2,C,3
s0813,Level3,A,1
s0813,Level3,B,3
s0813,Level3,C,3
s0813,Level4,A,1
s0813,Level4,B,1
s0813,Level4,C,4
s0814,Level1,A,3
s0814,Level1,B,1
s0814,Level1,C,1
s0814,Level2,A,1
s0814,Level2,B,1
s0814,Level2,C,3
s0814,Level3,A,3
s0814,Level3,B,1
s0814,Level3,C,1
s0814,Level4,A,1
s0814,Level4,B,1
s0814,Level4,C,1
s0815,Level1,A,3
s0815,Level1,B,3
s0815,Level1,C,2
s0815,Level2,A,3
s0815,Level2,B,3
s0815,Level2,C,3
s0815,Level3,A,2
s0815,Level3,B,3
s0815,Level3,C,3
s0815,Level4,A,3
s0815,Level4,B,3
s0815,Level4,C,1
s0816,Level1,A,3
s0816,Level1,B,1
s0816,Level1,C,1
s0816,Level2,A,1
s0816,Level2,B,2
s0816,Level2,C,1
s0816,Level3,A,3
s0816,Level3,B,4
s0816,Level3,C,3
s0816,Level4,A,2
s0816,Level4,B,3
s0816,Level4,C,3
s0817,Level1,A,3
s0817,Level1,B,1
s0817,Level1,C,3
s0817,Level2,A,3
s0817,Level2,B,4
s0817,Level2,C,3
s0817,Level3,A,3
s0817,Level3,B,3
s0817,Level3,C,3
s0817,Level4,A,3
s0817,Level4,B,4
s0817,Level4,C,3
s0818,Level1,A,3
s0818,Level1,B,3
s0818,Level1,C,3
s0818,Level2,A,3
s0818,Level2,B,4
s0818,Level2,C,4
s0818,Level3,A,3
s0818,Level3,B,1
s0818,Level3,C,2
s0818,Level4,A,2
s0818,Level4,B,3
s0818,Level4,C,3
s0819,Level1,A,3
s0819,Level1,B,3
s0819,Level1,C,4
s0819,Level2,A,3
s0819,Level2,B,3
s0819,Level2,C,4
s0819,Level3,A,4
s0819,Level3,B,3
s0819,Level3,C,4
s0819,Level4,A,3
s0819,Level4,B,3
s0819,Level4,C,3
s0820,Level1,A,3
s0820,Level1,B,3
s0820,Level1,C,4
s0820,Level2,A,1
s0820,Level2,B,5
s0820,Level2,C,3
s0820,Level3,A,3
s0820,Level3,B,3
s0820,Level3,C,3
s0820,Level4,A,4
s0820,Level4,B,4
s0820,Level4,C,3
s0821,Level1,A,3
s0821,Level1,B,3
s0821,Level1,C,3
s0821,Level2,A,4
s0821,Level2,B,4
s0821,Level2,C,3
s0821,Level3,A,4
s0821,Level3,B,4
s0821,Level3,C,5
s0821,Level4,A,3
s0821,Level4,B,5
s0821,Level4,C,3
s0822,Level1,A,3
s0822,Level1,B,3
s0822,Level1,C,3
s0822,Level2,A,3
s0822,Level2,B,3
s0822,Level2,C,3
s0822,Level3,A,3
s0822,Level3,B,3
s0822,Level3,C,3
s0822,Level4,A,3
s0822,Level4,B,2
s0822,Level4,C,3
s0823,Level1,A,3
s0823,Level1,B,3
s0823,Level1,C,3
s0823,Level2,A,3
s0823,Level2,B,3
s0823,Level2,C,3
s0823,Level3,A,4
s0823,Level3,B,3
s0823,Level3,C,3
s0823,Level4,A,4
s0823,Level4,B,3
s0823,Level4,C,3
s0824,Level1,A,1
s0824,Level1,B,1
s0824,Level1,C,3
s0824,Level2,A,3
s0824,Level2,B,3
s0824,Level2,C,3
s0824,Level3,A,3
s0824,Level3,B,3
s0824,Level3,C,1
s0824,Level4,A,3
s0824,Level4,B,3
s0824,Level4,C,3
s0825,Level1,A,3
s0825,Level1,B,3
s0825,Level1,C,3
s0825,Level2,A,1
s0825,Level2,B,3
s0825,Level2,C,1
s0825,Level3,A,2
s0825,Level3,B,1
s0825,Level3,C,2
s0825,Level4,A,3
s0825,Level4,B,3
s0825,Level4,C,1
s0826,Level1,A,3
s0826,Level1,B,2
s0826,Level1,C,3
s0826,Level2,A,3
s0826,Level2,B,3
s0826,Level2,C,5
s0826,Level3,A,3
s0826,Level3,B,3
s0826,Level3,C,3
s0826,Level4,A,4
s0826,Level4,B,3
s0826,Level4,C,3
s0827,Level1,A,3
s0827,Level1,B,4
s0827,Level1,C,1
s0827,Level2,A,1
s0827,Level2,B,1
s0827,Level2,C,1
s0827,Level3,A,3
s0827,Level3,B,3
s0827,Level3,C,1
s0827,Level4,A,2
s0827,Level4,B,3
s0827,Level4,C,3
s0828,Level1,A,3
s0828,Level1,B,3
s0828,Level1,C,3
s0828,Level2,A,3
s0828,Level2,B,3
s0828,Level2,C,5
s0828,Level3,A,1
s0828,Level3,B,4
s0828,Level3,C,3
s0828,Level4,A,3
s0828,Level4,B,3
s0828,Level4,C,1
s0829,Level1,A,3
s0829,Level1,B,3
s0829,Level1,C,3
s0829,Level2,A,3
s0829,Level2,B,3
s0829,Level2,C,1
s0829,Level3,A,3
s0829,Level3,B,3
s0829,Level3,C,3
s0829,Level4,A,3
s0829,Level4,B,1
s0829,Level4,C,3
s0830,Level1,A,3
s0830,Level1,B,3
s0830,Level1,C,3
s0830,Level2,A,3
s0830,Level2,B,3
s0830,Level2,C,1
s0830,Level3,A,3
s0830,Level3,B,5
s0830,Level3,C,4
s0830,Level4,A,3
s0830,Level4,B,1
s0830,Level4,C,3
s0831,Level1,A,3
s0831,Level1,B,1
s0831,Level1,C,3
s0831,Level2,A,1
s0831,Level2,B,2
s0831,Level2,C,2
s0831,Level3,A,4
s0831,Level3,B,3
s0831,Level3,C,1
s0831,Level4,A,1
s0831,Level4,B,3
s0831,Level4,C,3
s0832,Level1,A,3
s0832,Level1,B,5
s0832,Level1,C,5
s0832,Level2,A,3
s0832,Level2,B,4
s0832,Level2,C,5
s0832,Level3,A,5
s0832,Level3,B,4
s0832,Level3,C,3
s0832,Level4,A,3
s0832,Level4,B,4
s0832,Level4,C,4
s0833,Level1,A,5
s0833,Level1,B,4
s0833,Level1,C,3
s0833,Level2,A,5
s0833,Level2,B,5
s0833,Level2,C,5
s0833,Level3,A,4
s0833,Level3,B,5
s0833,Level3,C,5
s0833,Level4,A,5
s0833,Level4,B,5
s0833,Level4,C,5
s0834,Level1,A,1
s0834,Level1,B,3
s0834,Level1,C,1
s0834,Level2,A,3
s0834,Level2,B,1
s0834,Level2,C,1
s0834,Level3,A,3
s0834,Level3,B,3
s0834,Level3,C,1
s0834,Level4,A,1
s0834,Level4,B,1
s0834,Level4,C,1
s0835,Level1,A,4
s0835,Level1,B,3
s0835,Level1,C,4
s0835,Level2,A,5
s0835,Level2,B,5
s0835,Level2,C,3
s0835,Level3,A,3
s0835,Level3,B,3
s0835,Level3,C,4
s0835,Level4,A,5
s0835,Level4,B,2
s0835,Level4,C,4
s0836,Level1,A,1
s0836,Level1,B,3
s0836,Level1,C,3
s0836,Level2,A,3
s0836,Level2,B,3
s0836,Level2,C,1
s0836,Level3,A,1
s0836,Level3,B,3
s0836,Level3,C,3
s0836,Level4,A,1
s0836,Level4,B,3
s0836,Level4,C,3
s0837,Level1,A,3
s0837,Level1,B,2
s0837,Level1,C,3
s0837,Level2,A,3
s0837,Level2,B,4
s0837,Level2,C,3
s0837,Level3,A,3
s0837,Level3,B,2
s0837,Level3,C,3
s0837,Level4,A,4
s0837,Level4,B,5
s0837,Level4,C,1
s0838,Level1,A,3
s0838,Level1,B,3
s0838,Level1,C,3
s0838,Level2,A,2
s0838,Level2,B,2
s0838,Level2,C,3
s0838,Level3,A,4
s0838,Level3,B,2
s0838,Level3,C,3
s0838,Level4,A,3
s0838,Level4,B,3
s0838,Level4,C,3
s0839,Level1,A,1
s0839,Level1,B,1
s0839,Level1,C,1
s0839,Level2,A,1
s0839,Level2,B,1
s0839,Level2,C,1
s0839,Level3,A,3
s0839,Level3,B,1
s0839,Level3,C,1
s0839,Level4,A,1
s0839,Level4,B,1
s0839,Level4,C,1
s0840,Level1,A,4
s0840,Level1,B,3
s0840,Level1,C,3
s0840,Level2,A,3
s0840,Level2,B,3
s0840,Level2,C,3
s0840,Level3,A,5
s0840,Level3,B,3
s0840,Level3,C,3
s0840,Level4,A,3
s0840,Level4,B,4
s0840,Level4,C,3
s0841,Level1,A,3
s0841,Level1,B,3
s0841,Level1,C,3
s0841,Level2,A,1
s0841,Level2,B,2
s0841,Level2,C,2
s0841,Level3,A,3
s0841,Level3,B,2
s0841,Level3,C,3
s0841,Level4,A,3
s0841,Level4,B,3
s0841,Level4,C,1
s0842,Level1,A,3
s0842,Level1,B,3
s0842,Level1,C,1
s0842,Level2,A,3
s0842,Level2,B,3
s0842,Level2,C,1
s0842,Level3,A,3
s0842,Level3,B,1
s0842,Level3,C,1
s0842,Level4,A,3
s0842,Level4,B,1
s0842,Level4,C,3
s0843,Level1,A,3
s0843,Level1,B,4
s0843,Level1,C,3
s0843,Level2,A,3
s0843,Level2,B,3
s0843,Level2,C,2
s0843,Level3,A,3
s0843,Level3,B,2
s0843,Level3,C,1
s0843,Level4,A,3
s0843,Level4,B,2
s0843,Level4,C,4
s0844,Level1,A,3
s0844,Level1,B,3
s0844,Level1,C,3
s0844,Level2,A,2
s0844,Level2,B,3
s0844,Level2,C,3
s0844,Level3,A,4
s0844,Level3,B,3
s0844,Level3,C,1
s0844,Level4,A,3
s0844,Level4,B,1
s0844,Level4,C,3
s0845,Level1,A,1
s0845,Level1,B,1
s0845,Level1,C,1
s0845,Level2,A,3
s0845,Level2,B,1
s0845,Level2,C,1
s0845,Level3,A,3
s0845,Level3,B,3
s0845,Level3,C,2
s0845,Level4,A,3
s0845,Level4,B,3
s0845,Level4,C,3
s0846,Level1,A,3
s0846,Level1,B,3
s0846,Level1,C,3
s0846,Level2,A,4
s0846,Level2,B,3
s0846,Level2,C,2
s0846,Level3,A,3
s0846,Level3,B,3
s0846,Level3,C,3
s0846,Level4,A,4
s0846,Level4,B,4
s0846,Level4,C,3
s0847,Level1,A,1
s0847,Level1,B,1
s0847,Level1,C,1
s0847,Level2,A,1
s0847,Level2,B,1
s0847,Level2,C,1
s0847,Level3,A,1
s0847,Level3,B,1
s0847,Level3,C,1
s0847,Level4,A,3
s0847,Level4,B,1
s0847,Level4,C,2
s0848,Level1,A,1
s0848,Level1,B,3
s0848,Level1,C,3
s0848,Level2,A,3
s0848,Level2,B,3
s0848,Level2,C,3
s0848,Level3,A,1
s0848,Level3,B,2
s0848,Level3,C,2
s0848,Level4,A,3
s0848,Level4,B,3
s0848,Level4,C,1
s0849,Level1,A,3
s0849,Level1,B,2
s0849,Level1,C,3
s0849,Level2,A,3
s0849,Level2,B,3
s0849,Level2,C,4
s0849,Level3,A,2
s0849,Level3,B,2
s0849,Level3,C,3
s0849,Level4,A,2
s0849,Level4,B,3
s0849,Level4,C,3
s0850,Level1,A,3
s0850,Level1,B,5
s0850,Level1,C,3
s0850,Level2,A,4
s0850,Level2,B,5
s0850,Level2,C,5
s0850,Level3,A,3
s0850,Level3,B,4
s0850,Level3,C,3
s0850,Level4,A,5
s0850,Level4,B,3
s0850,Level4,C,1
s0851,Level1,A,1
s0851,Level1,B,3
s0851,Level1,C,1
s0851,Level2,A,1
s0851,Level2,B,3
s0851,Level2,C,3
s0851,Level3,A,3
s0851,Level3,B,3
s0851,Level3,C,1
s0851,Level4,A,3
s0851,Level4,B,1
s0851,Level4,C,1
s0852,Level1,A,3
s0852,Level1,B,3
s0852,Level1,C,3
s0852,Level2,A,1
s0852,Level2,B,3
s0852,Level2,C,3
s0852,Level3,A,3
s0852,Level3,B,3
s0852,Level3,C,3
s0852,Level4,A,2
s0852,Level4,B,3
s0852,Level4,C,3
s0853,Level1,A,2
s0853,Level1,B,3
s0853,Level1,C,1
s0853,Level2,A,1
s0853,Level2,B,1
s0853,Level2,C,1
s0853,Level3,A,1
s0853,Level3,B,1
s0853,Level3,C,2
s0853,Level4,A,3
s0853,Level4,B,2
s0853,Level4,C,3
s0854,Level1,A,1
s0854,Level1,B,1
s0854,Level1,C,3
s0854,Level2,A,1
s0854,Level2,B,1
s0854,Level2,C,1
s0854,Level3,A,1
s0854,Level3,B,1
s0854,Level3,C,1
s0854,Level4,A,3
s0854,Level4,B,1
s0854,Level4,C,1
s0855,Level1,A,3
s0855,Level1,B,1
s0855,Level1,C,3
s0855,Level2,A,1
s0855,Level2,B,3
s0855,Level2,C,1
s0855,Level3,A,1
s0855,Level3,B,1
s0855,Level3,C,1
s0855,Level4,A,2
s0855,Level4,B,3
s0855,Level4,C,3
s0856,Level1,A,2
s0856,Level1,B,3
s0856,Level1,C,1
s0856,Level2,A,1
s0856,Level2,B,3
s0856,Level2,C,1
s0856,Level3,A,3
s0856,Level3,B,1
s0856,Level3,C,1
s0856,Level4,A,2
s0856,Level4,B,1
s0856,Level4,C,3
s0857,Level1,A,2
s0857,Level1,B,3
s0857,Level1,C,3
s0857,Level2,A,1
s0857,Level2,B,3
s0857,Level2,C,3
s0857,Level3,A,3
s0857,Level3,B,1
s0857,Level3,C,1
s0857,Level4,A,1
s0857,Level4,B,1
s0857,Level4,C,1
s0858,Level1,A,3
s0858,Level1,B,3
s0858,Level1,C,3
s0858,Level2,A,3
s0858,Level2,B,1
s0858,Level2,C,1
s0858,Level3,A,3
s0858,Level3,B,3
s0858,Level3,C,3
s0858,Level4,A,3
s0858,Level4,B,5
s0858,Level4,C,1
s0859,Level1,A,4
s0859,Level1,B,4
s0859,Level1,C,3
s0859,Level2,A,5
s0859,Level2,B,5
s0859,Level2,C,3
s0859,Level3,A,5
s0859,Level3,B,5
s0859,Level3,C,3
s0859,Level4,A,5
s0859,Level4,B,3
s0859,Level4,C,5
s0860,Level1,A,3
s0860,Level1,B,3
s0860,Level1,C,4
s0860,Level2,A,4
s0860,Level2,B,4
s0860,Level2,C,3
s0860,Level3,A,4
s0860,Level3,B,3
s0860,Level3,C,3
s0860,Level4,A,4
s0860,Level4,B,3
s0860,Level4,C,4
s0861,Level1,A,5
s0861,Level1,B,5
s0861,Level1,C,5
s0861,Level2,A,5
s0861,Level2,B,4
s0861,Level2,C,4
s0861,Level3,A,5
s0861,Level3,B,5
s0861,Level3,C,5
s0861,Level4,A,3
s0861,Level4,B,3
s0861,Level4,C,5
s0862,Level1,A,4
s0862,Level1,B,3
s0862,Level1,C,3
s0862,Level2,A,3
s0862,Level2,B,3
s0862,Level2,C,5
s0862,Level3,A,3
s0862,Level3,B,3
s0862,Level3,C,3
s0862,Level4,A,1
s0862,Level4,B,4
s0862,Level4,C,2
s0863,Level1,A,3
s0863,Level1,B,3
s0863,Level1,C,4
s0863,Level2,A,4
s0863,Level2,B,3
s0863,Level2,C,1
s0863,Level3,A,3
s0863,Level3,B,3
s0863,Level3,C,1
s0863,Level4,A,3
s0863,Level4,B,3
s0863,Level4,C,3
s0864,Level1,A,1
s0864,Level1,B,1
s0864,Level1,C,5
s0864,Level2,A,3
s0864,Level2,B,1
s0864,Level2,C,3
s0864,Level3,A,1
s0864,Level3,B,3
s0864,Level3,C,1
s0864,Level4,A,3
s0864,Level4,B,1
s0864,Level4,C,1
s0865,Level1,A,3
s0865,Level1,B,1
s0865,Level1,C,3
s0865,Level2,A,3
s0865,Level2,B,3
s0865,Level2,C,1
s0865,Level3,A,3
s0865,Level3,B,3
s0865,Level3,C,3
s0865,Level4,A,1
s0865,Level4,B,1
s0865,Level4,C,3
s0866,Level1,A,3
s0866,Level1,B,4
s0866,Level1,C,1
s0866,Level2,A,3
s0866,Level2,B,4
s0866,Level2,C,3
s0866,Level3,A,4
s0866,Level3,B,4
s0866,Level3,C,5
s0866,Level4,A,3
s0866,Level4,B,3
s0866,Level4,C,3
s0867,Level1,A,3
s0867,Level1,B,3
s0867,Level1,C,3
s0867,Level2,A,3
s0867,Level2,B,3
s0867,Level2,C,3
s0867,Level3,A,1
s0867,Level3,B,5
s0867,Level3,C,3
s0867,Level4,A,3
s0867,Level4,B,1
s0867,Level4,C,3
s0868,Level1,A,5
s0868,Level1,B,5
s0868,Level1,C,5
s0868,Level2,A,3
s0868,Level2,B,3
s0868,Level2,C,3
s0868,Level3,A,5
s0868,Level3,B,5
s0868,Level3,C,5
s0868,Level4,A,3
s0868,Level4,B,3
s0868,Level4,C,3
s0869,Level1,A,3
s0869,Level1,B,3
s0869,Level1,C,5
s0869,Level2,A,4
s0869,Level2,B,3
s0869,Level2,C,3
s0869,Level3,A,3
s0869,Level3,B,5
s0869,Level3,C,3
s0869,Level4,A,3
s0869,Level4,B,3
s0869,Level4,C,5
s0870,Level1,A,5
s0870,Level1,B,3
s0870,Level1,C,4
s0870,Level2,A,5
s0870,Level2,B,4
s0870,Level2,C,5
s0870,Level3,A,3
s0870,Level3,B,1
s0870,Level3,C,5
s0870,Level4,A,4
s0870,Level4,B,4
s0870,Level4,C,5
s0871,Level1,A,3
s0871,Level1,B,4
s0871,Level1,C,3
s0871,Level2,A,5
s0871,Level2,B,4
s0871,Level2,C,5
s0871,Level3,A,5
s0871,Level3,B,4
s0871,Level3,C,4
s0871,Level4,A,3
s0871,Level4,B,3
s0871,Level4,C,3
s0872,Level1,A,3
s0872,Level1,B,4
s0872,Level1,C,1
s0872,Level2,A,3
s0872,Level2,B,3
s0872,Level2,C,4
s0872,Level3,A,4
s0872,Level3,B,1
s0872,Level3,C,4
s0872,Level4,A,2
s0872,Level4,B,4
s0872,Level4,C,4
s0873,Level1,A,3
s0873,Level1,B,3
s0873,Level1,C,3
s0873,Level2,A,1
s0873,Level2,B,3
s0873,Level2,C,3
s0873,Level3,A,3
s0873,Level3,B,3
s0873,Level3,C,1
s0873,Level4,A,4
s0873,Level4,B,3
s0873,Level4,C,3
s0874,Level1,A,3
s0874,Level1,B,2
s0874,Level1,C,2
s0874,Level2,A,3
s0874,Level2,B,5
s0874,Level2,C,3
s0874,Level3,A,3
s0874,Level3,B,5
s0874,Level3,C,4
s0874,Level4,A,3
s0874,Level4,B,2
s0874,Level4,C,4
s0875,Level1,A,3
s0875,Level1,B,2
s0875,Level1,C,3
s0875,Level2,A,3
s0875,Level2,B,3
s0875,Level2,C,3
s0875,Level3,A,3
s0875,Level3,B,3
s0875,Level3,C,4
s0875,Level4,A,1
s0875,Level4,B,3
s0875,Level4,C,1
s0876,Level1,A,5
s0876,Level1,B,3
s0876,Level1,C,5
s0876,Level2,A,4
s0876,Level2,B,3
s0876,Level2,C,3
